text,label
午盘：沪指大跌3.61% 创业板暴跌5.07%,-1
午评：个股集体下挫 沪指放量大跌3.61%逼近2800点,-1
午评：均线相继失守沪指大跌3.61% 创业板大跌超5%,-1
午评：沪指放量暴跌3.61%2800岌岌可危 创业板暴..,-1
华兰生物“采血门”乱了基金方寸,-1
华天酒店：进军网游“赶时髦”股价却暴跌,-1
华泰证券：A股后市难大跌 关注煤矿等板块,-1
华源石油：OPEC减产不见效果 油价重回跌势,-1
华讯午评:大盘缩量整理 反弹遭遇＂一波三折＂,-1
华讯午评:权重股低迷 四大利空射落大盘,-1
华讯午评:震荡下跌 一关键点位再遭考验,-1
华讯午评:震荡下跌 三大板块凸显＂黄金坑＂,-1
华讯午评:震荡下跌 五类股拉响＂红色警报＂,-1
协眾国际停牌 涉出售事宜,-1
南宫汇神：新帅上任后A股首度暴跌，新官三把火何..,-1
南航垄断销售低价机票 代理商“不敢”回应,-1
南航垄断销售低价机票　致代理商不满,-1
南都体育:忘记4200万欧元吧 他给J马只带来压力,-1
博世科：倒垂头。。。。。明天跌停。,-1
博世科：典型的诱多，明天可能要补跌。,-1
博世科：典型的诱多，明天可能要补跌。 明天开盘全部出掉为宜,-1
博世科：创业板有危险了、快跑啊,-1
卢君：收盘回吐涨幅 短期风险增加,-1
原油:沙特坦言不减产，油价下跌,-1
原油的中东压力 创三个月新高并非源于美经济改善,-1
厦大报告：今年外汇储备可能降至3.12万亿美元,-1
又一个崩盘指标来到雷曼倒闭时水平——还不赶快跑？,-1
发展商减价卖楼？花旗﹕NO WAY,-1
受困大宗商品低迷 新加坡经济增速6年最慢,-1
古井酒店挂牌新三板 报告期内连续亏损,-1
台股2月24日收盘跌51.78点,-1
史俊：美国经济数据低迷 阻止美元强势,-1
叶檀：什么原因促成A股突然放量大跌？,-1
叶檀：当前中国经济首要风险来自信用缺乏底线,-1
合和实业中期有8900万人民幣汇兑亏损,-1
同程旅游CEO吴志祥：OTA烧钱背后集体亏损,-1
周评：美元艰难摆布 汇率博弈利率,-1
哈萨克矿业午后停牌 暂未悉原因,-1
哈萨克矿业去年亏损大幅收窄不派息 明復牌,-1
商品期货多品种午后跳水,-1
嘉盛汇评：英镑/美元跌破重要支撑,-1
嘉盛集团:股市回落英退欧忧虑联袂驱动欧元日元跌落,-1
因发达经济体活动放缓 花旗下调2016年全球经济增长,-1
国产彩电黄金周败走麦城 外资平板再次“跳水”,-1
国内油脂暴跌，跟随外盘走弱,-1
国民信托再陷股权漩涡,-1
国泰基金：A股收盘跌逾6%破2800点，弱市本金安全..,-1
国泰金业：股市不振黄金大涨 1250水平受阻回落,-1
国统股份去年亏损5292万同比盈转亏,-1
国际油价26日下跌,-1
国际油价继续大跌，纽约原油现跌幅近4%,-1
国青队员心理波动大 防线崩盘1-3不敌乌兹别克,-1
在岸人民币兑美元下跌0.10%报6.5328,-1
基金“一拖多”困局：重仓股、持仓、业绩趋同,-1
基金公司挖了坑，却要这些基民买单！,-1
基金猛降金亚科技估值 相当于复牌后13个跌停,-1
基金管理人（GP）信心不足,-1
基金经理也不是神 股市暴跌50%基金无能为力,-1
堡狮龙中期盈利大跌逾8成　派特別息1.22仙,-1
壹汇：日本央行木内登英言论打压日元 美元兑日元..,-1
夏普终于接受富士康收购协议 股价一度暴跌20%,-1
外媒：中国老龄化会对世界经济造成巨大冲击,-1
外媒：巴黎迪士尼成扒手天堂 每天偷七千欧元,-1
大市缺乏方向，短线继续整固,-1
大摩收评： 创业板深度调整，沪指失守4100,-1
大摩收评：A股一周“四断” 人民币贬值引发恐慌,-1
大摩收评：主板暴跌超4%，沪指连破两整数关口,-1
大摩收评：创业板表现疲弱，指数高开震荡,-1
大摩收评：千股跌停再现，指数暴跌失守2800点关口,-1
大摩收评：增量资金不足，主板延续窄幅震荡,-1
大摩收评：沪指三连阴，主板量能不足万亿,-1
大摩收评：热点煺潮，大盘再现千股跌停,-1
大摩收评：经济数据不及预期，指数尾盘回落,-1
大摩收评：经济数据不及预期，指数盘中宽幅震荡,-1
大有期货：期指反弹力度减弱,-1
大洋集团停牌 暂未悉原因,-1
大盘失守2800点 两市千股跌停再现,-1
大股东、董监高增持回购信披存瑕疵 上交所修订公告格式指引,-1
天弘基金核心投研离散 郭树强拉原嫡系部下救火,-1
委內瑞拉是商品大跌价的唯一输家？,-1
姚东明：拉升诱多行情暗藏杀跌风险？,-1
婴儿爽身粉含滑石粉可致癌 强生被判赔偿7200万美元,-1
婴儿爽身粉含致癌物 强生被判赔7200万美元,-1
媒体：证监会新掌门上任6天 沪指大跌6.41%,-1
宁波海顺：B股大跌拖累A股午后跳水,-1
宁波海顺：沪指尾盘跳水 2900一线点压力显现,-1
安倍经济学失效 日元空头会继续吗？,-1
安理会通过决议 对朝鲜核试验表示强烈谴责(图),-1
寰宇国际停牌 暂不悉原因,-1
对冲基金削减了原油期货空头头寸,-1
对冲基金大佬:直升机撒钱或可救美,-1
小心了！黄金近期或将跌向1185美元,-1
尼日利亚各界对国家面临的本币贬值及经济多样化..,-1
尼玛，中国股市终于有了2010年华尔街式闪电崩盘,-1
工业品逢高沽空 农产品做多谨慎,-1
巴西2015年经济衰退4.08％ 1990年以来表现最差,-1
延长石油成本高企陷入亏损 机关领导等减员超20%,-1
开年遭重挫　基金1月业绩惨淡,-1
开盘：两市双双低开沪指跌0.23% 题材股表现低迷..,-1
开盘：沪指低开0.46%失守2900点 近2000股飘绿,-1
张伟：美指中线遇阻回落 黄金三角形突破需要确认,-1
强生婴儿爽生粉致癌 被判赔一受害者7200万美元,-1
"强生深陷""质量门"" 爽身粉致癌案判赔7200万美元",-1
强生隐瞒爽身粉致癌风险 赔一死者7200万美元,-1
復星医药A股集资规模再缩至23亿人民幣,-1
德国10年期国债收益率跌至0.131%，为去年4月以来..,-1
德国5年期国债收益率跌至创纪录低点-0.36%,-1
德国央行行长：央行无奇迹 也无拯救经济的解药,-1
德意志料友邦全年纯利跌近18% 维持买入,-1
德银：欧元区经济增长势头减弱，经济通胀都有下..,-1
快讯：两市加速下跌 沪指跌超2%创业板跌3%,-1
快讯：两市午后跌幅扩大 沪指跌超4%跌破2800点,-1
快讯：两市跌幅扩大 沪指跌5%创业板跌近7%,-1
快讯：两市高开低走震荡翻绿 创业板跌近1%,-1
快讯：个股全线杀跌 沪指跌幅扩大近4%逼近2800,-1
快讯：创业板跌逾7% 向下考验2000点,-1
快讯：沪指下跌1.74%破2900 两市超2000股飘绿,-1
快讯：沪指跌逾6% 军工板块领跌,-1
快讯：沪指跳水跌近2.5% 煤炭有色板块砸盘,-1
快讯：沪指重搓3.61% 16只分级B跌停,-1
快讯：通信设备板块遭重挫 深桑达A等3股跌停,-1
急速大跌消化浮筹 逢低关注绩优蓝筹,-1
恆指收跌222点 不减辣地產股跌幅反收窄 友邦绩前脚软,-1
恆指高开23点后倒跌94点,-1
恋爱20天就分手 宝光股份重组途中“换对象”,-1
恒指低开280点报21632点 美股前夜跌势拖累,-1
恒指跌1.15% 沪股通盘尾转为净买入,-1
恒生指数市净率不到1倍 H股估值偏低,-1
惠誉：三大利空因素笼罩 下调2016年国际油价预估,-1
意科控股（００９４３）拟削股本，现泻近１１％,-1
戴德梁行：2015年沈阳写字楼租金跌幅全国最高,-1
抄底“敢死队”仍是“套中人”,-1
报告：今年或实施三次降准一次降息 经济增速仍放缓,-1
拉克尔：美联储仍存进一步加息理由,-1
搜房网四财季亏损6890万美元 同比转亏,-1
搜房网第四财季净亏损6890万美元 同比转亏,-1
搜狐推智能报盘系统 张朝阳：股市信息严重不对称,-1
摩尔诺：随着看到低经济增速的环境出现，财政政..,-1
摩根士丹利：即便英国脱欧概率下降 英镑恐仍难见..,-1
收益跌至历史最低 可关注应用场景、提现速度等,-1
收益都去哪儿了,-1
收评：5要素或剑指暴跌真因,-1
收评：沪指再次放量暴跌6.41% 1400余只个股跌停,-1
政策面临掣肘 债市收益率波动加大谨慎为宜,-1
敖晓风：思捷（00330-HK）不確定性高 建议减持,-1
斩仓铁路股：基金重归谨慎,-1
新三板午评：做市指数下挫0.49% 半日收跌最低点,-1
新三板流动性已到冰点 99家企业选择离开,-1
新三板现首家暂停歇业公司 展唐科技遭遇资金高管..,-1
新基金发行过猛 募集文件漏洞频出,-1
新筑股份二股东减持公司股份2350万股,-1
新股贡献越来越弱 “鸡肋”打新基金惨遭机构抛弃,-1
施炜：经济“严冬”到来，中国企业如何应对,-1
无心争夺2700点 基金减仓应对牛皮市,-1
日10年期国债孳息率惊见负数！ 日股挫逾5%,-1
日本40年期国债收益率首次跌破1%,-1
日本央行委员木内登英：负利率可能损害日本经济..,-1
日本政府2月报告中下调全球经济形势评估,-1
日本股市低开低走跌逾1% 受美股下跌影响,-1
日本股市半日下跌1.8% 盘中逼近13000点关,-1
日本诶经225指数午间休盘下跌0.6%，至15948.31点,-1
日经225指数午后开盘下跌1.1%，至15874.55点,-1
时代周刊：中国废品收购者感受经济危机(图),-1
暴跌或是强洗盘,-1
曾俊华：政治出现不稳定 经济难免受冲击,-1
有线去年亏损增至2.33亿不派息,-1
末日博士料全球股市跌4成,-1
标普：英国退欧会对该国评级产生影响；英国作为..,-1
标致308S跌破10万，法系车集中发力“豁价”狂奔,-1
校立理财：英镑仍偏软 今日提防欧元反扑,-1
橡胶窄幅下跌 短期弱势盘整,-1
欧元/日元近三年来首次跌破123，日内下跌0.5%,-1
欧元/美元跌至三周低点1.0981,-1
欧元区1月份通胀率升至0.3%,-1
欧市盘中，美国原油期货扩大跌势，下挫1美元至每..,-1
欧洲两大央行不加息 欧元高台跳水,-1
欧洲盘前:澳洲资本支出前景疲弱打压澳元，关注英..,-1
欧洲股市周五收低，创1个月最低收盘水平,-1
欧洲股市高开低走 德法股市收市下跌,-1
欧盟小麦期货下跌 并创下合约新低,-1
欧股开盘普遍下跌 法国CAC 40指数跌0.2%,-1
比放量巨阴更可怕 A股或现新一轮杀跌信号,-1
汇丰外围价先挫后稳 上季度亏损7亿,-1
汇丰第四季意外亏损8.58亿美元,-1
汇兑亏损累玖龙纸业中期少赚54% 派息2分人民幣,-1
汇生财富:疲软欧元数据 暗示3月欧央行将出招,-1
汇证：中铝核心业务仍亏损 将目標价至2.75元,-1
沙特、伊朗放狠话 原油反弹急转直下,-1
沪指低开低走跌近2% 题材股大跌,-1
沪指午后跌幅扩大跌逾1% 创业板跌近3%,-1
沪指午后跌幅扩大近1% 创业板指跌逾2%,-1
沪指半日跌3.61%失守2900点 两市逾2400个股下跌..,-1
沪指回调跌0.81%,-1
沪指大跌逾4% 个股全线杀跌,-1
沪指持续走低 两市仅2个板块飘红,-1
沪指放量大跌逾6% 行业板块普跌,-1
沪指放量收跌6.41%击穿2800点 两市再现千股跌停(图),-1
沪指暴跌6.41% 猴年首现千股跌停,-1
沪指暴跌6.41%收2741.25点 资金抢筹3只个股,-1
沪指暴跌6.41%现千股跌停 96只分级基金跌停,-1
沪指暴跌逾5% 破2800点,-1
沪指暴跌逾6% 为何又见午盘大“跳水”？,-1
沪指暴跌逾6% 千股跌停潮再现,-1
沪指暴跌逾6%，悲观情绪蔓延至基本金属,-1
沪指重挫逾6%失守2800点 一步到位还是下跌开始？,-1
沪深300指数日内暴跌逾5%，现报2938.28点，跌幅..,-1
沪深股市流通市值一周减少3.98% 新报约32.8万亿元,-1
沪深股市遭遇深幅调整,-1
油价受获利抛盘打压回落 盘中跌破140美元,-1
油价暴跌殃及美国“地沟油”,-1
油价转涨 美股反弹收高欧洲股市全线下挫,-1
油价转跌拖累亚太股市 A股重挫重启跳水模式,-1
油价震荡微跌，因供给依旧过剩且经济增长缓慢,-1
法央行忧法巴或被叫停美元清算业务,-1
泛欧绩优300指数周三开盘下跌0.3%；,-1
注册外贸公司需警惕 进出口汇率风险大,-1
浙商期货：套牢盘需消化 期指震荡,-1
淡水河谷公司遭遇巨大亏损,-1
渝川大宗：美联储加息为中国经济发展带来新挑战,-1
渣打超过25年来首次年度亏损 受大宗商品熊市影响,-1
渣打集团去年巨亏22亿美元,-1
渣打集团去年巨亏22亿美元 仅财富管理业务上涨,-1
渣打集团去年盈利大跌37% 或裁2000人关百分行,-1
渣打（２８８８）被里昂下调目标价，跌幅微扩至..,-1
港加息压力微 短息不足1厘,-1
港股低开132点 渣打康师傅盘前皆跌逾5%,-1
港财政司长指若无提振措施港今年经济或负增长,-1
澳元亚盘全线下跌 受累于企业资本支出前景疲软,-1
澳博纯利大跌63%,-1
澳媒：澳未来十年大涨军费 重点针对中国扩张,-1
炒股巨亏3.7亿美元 友邦保险 去年净利跌22%,-1
烧钱太多 亚马逊印度一年亏损2.6亿美元,-1
煤炭行业去产能遭遇大考验 煤炭行业亏损面超90%,-1
猴年A股遭遇首场暴跌,-1
猴年股市首次大跌超6%,-1
瑞信下调信和置业目标价至11.7元 评级“2”,-1
瑞信：英镑兑美元月线收盘若不能重上1.40则长期..,-1
瑞再预计日本地震保险损失12亿美元,-1
瑞郎避险作用弱化，追随英镑欧元跌势,-1
甲醇小幅下跌 短期盘整为主,-1
留法学生QQ号被盗 冒牌“老师”骗走家长3万欧元,-1
看淡后市 基金上周主动减仓,-1
砸盘后的便宜货最具吸引力,-1
祖立军：避险情绪不断加剧，英镑、黄金背道而驰,-1
神州长城最“壕”送转为掩护旧主减持？,-1
第4次千股跌停来袭 17只分级B濒临下折,-1
管清友：资产配置荒下影视业正成为真正的风口,-1
索罗斯归隐 量子基金退市,-1
约翰逊撑「脱欧」英镑即挫  卡梅伦头痛了！,-1
纽约原油周五收跌3.7%报29.64美元/桶,-1
纽约原油周五收跌5.71%报29.42美元,-1
经济学家：“退殴”将使英镑跌至31年来最低,-1
经济学家：只要美联储不放弃加息 金价将失去上涨..,-1
结束7连涨局势 国际油价暴跌4%,-1
绿景地产一季度净利润亏损1600万元,-1
美1月新屋销售下跌9.2% 逊预期,-1
美元反复 油价震荡,-1
美元强势将尽？再掀货币战？,-1
美原油4月期货刷新日内低点至31.66美元/桶，跌幅..,-1
美国10年期国债收益率跌至盘中低点1.707%,-1
美国5年期国债收益率跌至盘中低点1.172,-1
美国原油和布兰特原油期货扩大跌幅，现各跌1美元,-1
美国原油库存料继续增加 美原油亚市扩大跌幅超2%,-1
美国国债收益率下跌，10年期国债收益率现报1.74..,-1
美国大跌近190点,-1
美国服务业PMI创新低 A股受拖累2000只跌幅超8%,-1
美国服务业PMI数据疲软，欧元兑美元持稳1.10关口..,-1
美国股市大跌推高避险 白银意外空头占优,-1
美或释放原油储备 国际油价将承压下跌,-1
美指绝地反攻英镑死猫跳，俄断绝减产梦油市平衡..,-1
美联储George：美联储绝不应排除3月加息,-1
美联储会加息的可能性被低估,-1
美联储布拉德：当前加息不明智，负利率在美国不..,-1
美股7日开盘纷纷走弱 道指下跌27.35点,-1
美若脱欧 惠誉与穆迪：英经济或受损,-1
美邦服饰一季净利预减70-100% 因营销加大,-1
美银美林: 基金经理视美国经济衰退为最大风险,-1
耐用品订单助力空头绞杀黄金，减产无望油价难改..,-1
芝加哥农产品期价26日全线下跌,-1
花旗警告：如果经济无法自愈 全球央行就真摊上大..,-1
花旗需要深度裁员,-1
若脱欧 汇丰料英镑汇价最多跌20%,-1
英国“退欧之争”升级 英镑应声大跌,-1
英国央行加息遥遥无期 英镑近期走势惴惴不安,-1
英国奶牛养殖场数量锐减看经济,-1
英国若脱欧 英镑会贬到多低？经济学家下看1985年..,-1
"英国若退欧！英镑""崩跌"" 英国GDP将如何演绎？",-1
英国退欧波及欧元 交易员：欧元/美元下看55日均..,-1
英媒:G20难达成重大协议 新兴经济体已独自行动,-1
英媒：亚太企业将迎偿债高峰 4年需还1万亿美元,-1
英特尔推300美元电脑 卡莉新书称HP董事会不正常,-1
英镑/美元跌破1.3900关口，最低触及1.3895,-1
英镑会跌到什么程度？分析师看空至30年最低水平,-1
英镑兑美元扩大跌幅，创2009年3月以来新低1.3944,-1
英镑兑美元跌破1.39关口 为2009年3月来首次,-1
英镑开启“跌跌不休”模式 本周跌幅已逾3%,-1
英镑惨遭抛售陷入无底洞 底在哪里？34位经济学家..,-1
英镑短暂升破1.40后回落，脱欧忧虑加剧料跌势难止,-1
英镑贸易加权指数日内跌逾1%，至两年低位84.9,-1
英镑震荡警惕反弹风险，上升空间有限或下测1.39,-1
菜籽油期货1605合约低开运行 收盘跌0.43%,-1
菜粕无明显利多因素支持 后期要发生逆转不容易,-1
蒋钰锟:英国退欧 英镑逼近20年低点,-1
蒋钰锟：英国退欧 英镑逼近20年低点,-1
"蒋钰锟：英国退欧,英镑逼近20年低点",-1
蛋价小幅反弹再遭“打压”,-1
行业板块全线下跌 盘中沪指跌破2800点,-1
隔夜黄金原油宽幅震荡，今天亚盘先看空,-1
负利率政策引发三大担忧：会导致汇率战,-1
财政部副部长朱光耀：全球经济存下行风险 G20需加强政策协调,-1
购物天堂变港囧：访港人次和零售额双双大跌,-1
资金分析：资金大幅流出 创业板重挫,-1
资金牛市降温 价值低估成主线,-1
资金面趋紧诱发A股大跌6.41% 楼市分流、私募严管等或同步冲击,-1
赛马实业一季度预计亏损 因逢水泥销售淡季,-1
超级大盘股IPO股市就要跌？看看历史数据怎么说,-1
达拉斯联储主席卡普兰:美国经济成长迟滞,-1
达拉斯联储：加息步伐要停一停,-1
退欧担忧致英镑汇率跌破“地板价”,-1
退欧风波愈发关注，英镑2009年来首度下破1.40,-1
通用汽车第四季净亏34亿美元,-1
避险之王 日本10年期国债孳息率惊见负数！,-1
邦达亚洲：退欧忧虑持续升温 英镑“跌跌不休”,-1
郑州商品交易所甲醇期货主力合约下跌,-1
鄂尔多斯大量已出让土地未上市 房价仍未企稳,-1
重仓高铁概念 基金“很受伤”,-1
重组ST桃园令我血本无归（上）,-1
金亚科技深陷退市危机 是否会成为创业板退市第一股,-1
金汇财经：在岸人民币早盘随中间价走弱，“广场..,-1
雅居乐发盈利预警 人民币贬值重创房企,-1
风险偏好继续消退，澳元汇价承压大幅走低,-1
风险情绪受打压澳元陷反复,-1
首创期货：沪指放量暴跌 跌破2800点,-1
香港楼市利好预期落空 地产股拖累恒指,-1
香港楼市真假崩盘：今年再降10%-15%,-1
香港财政司司长：香港经济的最坏情景是萎缩,-1
香港货物出口及零售销量２００９年以来首次下跌,-1
高处不胜寒 金雷风电推10转10派5.2仍跌停,-1
高盛、麦格理：莎莎今年销售继续跌,-1
高盛警告：40%油气业债券属於垃圾级別,-1
高盛：英国若脱欧，英镑或下跌15%至20%,-1
高送转概念股大跌 财信发展等跌停,-1
高铁股暴跌：基金2天折损5亿,-1
鸡蛋期货主力均线呈现空头排列,-1
黑色星期四沪指放量暴跌6%失守2800点 逾千股跌停,-1
齐仲龙：黄金拉升是幌子，继续看空不变,-1
龙虎榜探营：传媒娱乐板块延续跌势 华谊兄弟再度领衔跌停,-1
﻿深圳智多盈：反弹目标已经暴露,-1
汉鼎股份:完了 今天肯定潮跌停跑了,-1
汉鼎股份:明天会大暴跌，今天庄家放大量出货。,-1
汉鼎股份:月底再复牌吧,-1
科大智能:垃圾股，啥也不说了,-1
科大智能:好。现在复牌三跌停无疑,-1
莱美药业:完了、完了，业绩这么差，莱美完，这么差的业绩、这么高的股价，总算搞明白了为什么今天有5000多万资金出逃，大跌4％。明天清仓，逃命。,-1
莱美药业:对比近几天复牌股票，都是一字板跌停啊,-1
莱美药业:怕再来几个跌停，停牌了,-1
莱美药业:现在期指回试昨日收盘位。2.30之后，将大幅杀跌,-1
莱美药业:连跌10个跌停板，,-1
蓝色光标:2个亏损公司,-1
蓝色光标:明天又要跌停了。,-1
蓝色光标:明天大跌甚至跌停,-1
明天继续跌停,-1
明天跌停开盘,-1
